t,Vin,Vout
1.579844204116008344e+00,2.193714533055705296e+00,5.000000000000000000e+00
1.579875620356706589e+00,2.193862505774724525e+00,5.000000000000000000e+00
1.579907036597405057e+00,2.194010402898193934e+00,5.000000000000000000e+00
1.579938452838103302e+00,2.194158224383786493e+00,5.000000000000000000e+00
1.579969869078801548e+00,2.194305970189199595e+00,5.000000000000000000e+00
1.580001285319499793e+00,2.194453640272154171e+00,5.000000000000000000e+00
1.580032701560198261e+00,2.194601234590396910e+00,5.000000000000000000e+00
1.580064117800896506e+00,2.194748753101693151e+00,5.000000000000000000e+00
1.580095534041594751e+00,2.194896195763835323e+00,5.000000000000000000e+00
1.580126950282293219e+00,2.195043562534638504e+00,5.000000000000000000e+00
1.580158366522991464e+00,2.195190853371939976e+00,5.000000000000000000e+00
1.580189782763689710e+00,2.195338068233602336e+00,5.000000000000000000e+00
1.580221199004387955e+00,2.195485207077510825e+00,5.000000000000000000e+00
1.580252615245086423e+00,2.195632269861574670e+00,5.000000000000000000e+00
1.580284031485784668e+00,2.195779256543723523e+00,5.000000000000000000e+00
1.580315447726482914e+00,2.195926167081916347e+00,5.000000000000000000e+00
1.580346863967181159e+00,2.196073001434131200e+00,5.000000000000000000e+00
1.580378280207879627e+00,2.196219759558371898e+00,5.000000000000000000e+00
1.580409696448577872e+00,2.196366441412661796e+00,5.000000000000000000e+00
1.580441112689276117e+00,2.196513046955054893e+00,5.000000000000000000e+00
1.580472528929974363e+00,2.196659576143622505e+00,5.000000000000000000e+00
1.580503945170672830e+00,2.196806028936463484e+00,5.000000000000000000e+00
1.580535361411371076e+00,2.196952405291697552e+00,5.000000000000000000e+00
1.580566777652069321e+00,2.197098705167467969e+00,5.000000000000000000e+00
1.580598193892767789e+00,2.197244928521946861e+00,5.000000000000000000e+00
1.580629610133466034e+00,2.197391075313322339e+00,5.000000000000000000e+00
1.580661026374164280e+00,2.197537145499810496e+00,5.000000000000000000e+00
1.580692442614862525e+00,2.197683139039650957e+00,5.000000000000000000e+00
1.580723858855560993e+00,2.197829055891108663e+00,5.000000000000000000e+00
1.580755275096259238e+00,2.197974896012466317e+00,5.000000000000000000e+00
1.580786691336957484e+00,2.198120659362037266e+00,5.000000000000000000e+00
1.580818107577655729e+00,2.198266345898153507e+00,5.000000000000000000e+00
1.580849523818354196e+00,2.198411955579174570e+00,5.000000000000000000e+00
1.580880940059052442e+00,2.198557488363480417e+00,5.000000000000000000e+00
1.580912356299750687e+00,2.198702944209477206e+00,5.000000000000000000e+00
1.580943772540449155e+00,2.198848323075594635e+00,5.000000000000000000e+00
1.580975188781147400e+00,2.198993624920282830e+00,5.000000000000000000e+00
1.581006605021845646e+00,2.199138849702021226e+00,5.000000000000000000e+00
1.581038021262543891e+00,2.199283997379309685e+00,5.000000000000000000e+00
1.581069437503242359e+00,2.199429067910672941e+00,5.000000000000000000e+00
1.581100853743940604e+00,2.199574061254657487e+00,5.000000000000000000e+00
1.581132269984638850e+00,2.199718977369835127e+00,5.000000000000000000e+00
1.581163686225337095e+00,2.199863816214803869e+00,5.000000000000000000e+00
1.581195102466035562e+00,2.200008577748183480e+00,5.000000000000000000e+00
1.581226518706733808e+00,2.200153261928615489e+00,5.000000000000000000e+00
1.581257934947432053e+00,2.200297868714767180e+00,5.000000000000000000e+00
1.581289351188130299e+00,2.200442398065332927e+00,5.000000000000000000e+00
1.581320767428828766e+00,2.200586849939027090e+00,5.000000000000000000e+00
1.581352183669527012e+00,2.200731224294587562e+00,5.000000000000000000e+00
1.581383599910225257e+00,2.200875521090777553e+00,5.000000000000000000e+00
1.581415016150923725e+00,2.201019740286386028e+00,5.000000000000000000e+00
1.581446432391621970e+00,2.201163881840223269e+00,5.000000000000000000e+00
1.581477848632320216e+00,2.201307945711123981e+00,5.000000000000000000e+00
1.581509264873018461e+00,2.201451931857948185e+00,5.000000000000000000e+00
1.581540681113716929e+00,2.201595840239578994e+00,5.000000000000000000e+00
1.581572097354415174e+00,2.201739670814923056e+00,5.000000000000000000e+00
1.581603513595113419e+00,2.201883423542911888e+00,5.000000000000000000e+00
1.581634929835811665e+00,2.202027098382500991e+00,5.000000000000000000e+00
1.581666346076510132e+00,2.202170695292669844e+00,5.000000000000000000e+00
1.581697762317208378e+00,2.202314214232421907e+00,5.000000000000000000e+00
1.581729178557906623e+00,2.202457655160783734e+00,5.000000000000000000e+00
1.581760594798604869e+00,2.202601018036808522e+00,5.000000000000000000e+00
1.581792011039303336e+00,2.202744302819572120e+00,5.000000000000000000e+00
1.581823427280001582e+00,2.202887509468171245e+00,5.000000000000000000e+00
1.581854843520699827e+00,2.203030637941733261e+00,5.000000000000000000e+00
1.581886259761398295e+00,2.203173688199405511e+00,5.000000000000000000e+00
1.581917676002096540e+00,2.203316660200359323e+00,5.000000000000000000e+00
1.581949092242794785e+00,2.203459553903791779e+00,5.000000000000000000e+00
1.581980508483493031e+00,2.203602369268923056e+00,5.000000000000000000e+00
1.582011924724191498e+00,2.203745106255000419e+00,5.000000000000000000e+00
1.582043340964889744e+00,2.203887764821289785e+00,5.000000000000000000e+00
1.582074757205587989e+00,2.204030344927085050e+00,5.000000000000000000e+00
1.582106173446286235e+00,2.204172846531704089e+00,5.000000000000000000e+00
1.582137589686984702e+00,2.204315269594490534e+00,5.000000000000000000e+00
1.582169005927682948e+00,2.204457614074807115e+00,5.000000000000000000e+00
1.582200422168381193e+00,2.204599879932046314e+00,5.000000000000000000e+00
1.582231838409079439e+00,2.204742067125620153e+00,5.000000000000000000e+00
1.582263254649777906e+00,2.204884175614971742e+00,5.000000000000000000e+00
1.582294670890476151e+00,2.205026205359560620e+00,5.000000000000000000e+00
1.582326087131174397e+00,2.205168156318875194e+00,5.000000000000000000e+00
1.582357503371872864e+00,2.205310028452428295e+00,5.000000000000000000e+00
1.582388919612571110e+00,2.205451821719753625e+00,5.000000000000000000e+00
1.582420335853269355e+00,2.205593536080413308e+00,5.000000000000000000e+00
1.582451752093967601e+00,2.205735171493992119e+00,5.000000000000000000e+00
1.582483168334666068e+00,2.205876727920100144e+00,5.000000000000000000e+00
1.582514584575364314e+00,2.206018205318367453e+00,5.000000000000000000e+00
1.582546000816062559e+00,2.206159603648456091e+00,5.000000000000000000e+00
1.582577417056760805e+00,2.206300922870045866e+00,5.000000000000000000e+00
1.582608833297459272e+00,2.206442162942845453e+00,5.000000000000000000e+00
1.582640249538157518e+00,2.206583323826584397e+00,5.000000000000000000e+00
1.582671665778855763e+00,2.206724405481017559e+00,5.000000000000000000e+00
1.582703082019554230e+00,2.206865407865928663e+00,5.000000000000000000e+00
1.582734498260252476e+00,2.207006330941119199e+00,5.000000000000000000e+00
1.582765914500950721e+00,2.207147174666418632e+00,5.000000000000000000e+00
1.582797330741648967e+00,2.207287939001680854e+00,5.000000000000000000e+00
1.582828746982347434e+00,2.207428623906785958e+00,5.000000000000000000e+00
1.582860163223045680e+00,2.207569229341632688e+00,5.000000000000000000e+00
1.582891579463743925e+00,2.207709755266150875e+00,5.000000000000000000e+00
1.582922995704442171e+00,2.207850201640291221e+00,5.000000000000000000e+00
